Nom,Categorie,CID,Formule,Masse_molaire,LogP,HBD,HBA,TPSA,SMILES,Source_structure,Source_toxicologie,Plante,Partie_utilisee,Statut_donnees,RDKit_Masse_molaire,RDKit_LogP,RDKit_HBD,RDKit_HBA,RDKit_TPSA,Atomes_lourds,Anneaux,Liaisons_rotatables,LD50_mg_kg,LogLD50,Toxicite,Risque,RKdit_masse_molaire
CID_17130,Industrial,17130,C10H8O2,160.17,2.3,0,2,26.3,CC1=CC2=CC=CC=C2OC1=O,PubChem,,,,Structure_PubChem,160.172,2.1014,0,2,30.21,12,2,0,,,,,160.172
CID_17132,Industrial,17132,C12H18O,178.27,4.3,1,1,20.2,CCCCCCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,178.275,3.515,1,1,20.23,13,1,5,,,,,178.275
CID_17231,Industrial,17231,C15H22O3,250.33,5,1,3,46.5,CCCCCCCCOC1=CC=C(C=C1)C(=O)O,PubChem,,,,Structure_PubChem,250.338,4.1241,1,2,46.53,18,1,9,,,,,250.338
CID_17498,Industrial,17498,C12H11BO,182.03,,1,1,20.2,B(C1=CC=CC=C1)(C2=CC=CC=C2)O,PubChem,,,,Structure_PubChem,182.031,0.7846,1,1,20.23,14,2,2,,,,,182.031
CID_17608,Industrial,17608,C10H6N2,154.17,2.2,0,2,47.6,C1=CC=C(C=C1)C=C(C#N)C#N,PubChem,,,,Structure_PubChem,154.172,2.1172,0,2,47.58,12,1,1,,,,,154.172
CID_17627,Industrial,17627,C11H16,148.24,4.7,0,0,0.0,CCCC(C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,148.249,3.5902,0,0,0.0,11,1,3,,,,,148.249
CID_17877,Industrial,17877,C10H14,134.22,3.4,0,0,0.0,CCC1=C(C=CC=C1C)C,PubChem,,,,Structure_PubChem,134.222,2.8658,0,0,0.0,10,1,1,,,,,134.222
CID_18470,Industrial,18470,C21H21ClSn,427.6,,0,0,0.0,C1=CC=C(C=C1)C[Sn](CC2=CC=CC=C2)(CC3=CC=CC=C3)Cl,PubChem,,,,Structure_PubChem,427.563,5.5164,0,0,0.0,23,3,6,,,,,427.563
CID_18515,Industrial,18515,C10H14O,150.22,3.5,1,1,20.2,CCCCC1=CC=CC=C1O,PubChem,,,,Structure_PubChem,150.221,2.7348,1,1,20.23,11,1,3,,,,,150.221
CID_18594,Industrial,18594,C12H18O,178.27,4.6,1,1,20.2,CCCCCCC1=CC=CC=C1O,PubChem,,,,Structure_PubChem,178.275,3.515,1,1,20.23,13,1,5,,,,,178.275
CID_18687,Industrial,18687,C10H12,132.20,3.6,0,0,0.0,CC(=C)CC1=CC=CC=C1,PubChem,,,,Structure_PubChem,132.206,2.8052,0,0,0.0,10,1,2,,,,,132.206
CID_18908,Industrial,18908,C6H5Cl2OP,194.98,3.4,0,1,9.2,C1=CC=C(C=C1)OP(Cl)Cl,PubChem,,,,Structure_PubChem,194.985,3.7699,0,1,9.23,10,1,2,,,,,194.985
CID_18940,Industrial,18940,C10H12,132.20,3.5,0,0,0.0,CCC1=CC=C(C=C1)C=C,PubChem,,,,Structure_PubChem,132.206,2.892,0,0,0.0,10,1,2,,,,,132.206
CID_19016,Industrial,19016,C6H5Cl2PS,211.05,4.2,0,1,32.1,C1=CC=C(C=C1)P(=S)(Cl)Cl,PubChem,,,,Structure_PubChem,211.053,3.099,0,1,0.0,10,1,1,,,,,211.053
CID_19137,Industrial,19137,C12H14O3,206.24,1.7,0,3,43.4,CC(=O)CCC1=CC=C(C=C1)OC(=O)C,PubChem,,,,Structure_PubChem,206.241,2.1335,0,3,43.37,15,1,4,,,,,206.241
CID_19539,Industrial,19539,C13H10O3,214.22,3.9,1,3,46.5,C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O,PubChem,,,,Structure_PubChem,214.22,3.1771,1,2,46.53,16,2,3,,,,,214.22
CID_19994,Industrial,19994,C10H14O,150.22,3.5,1,1,20.2,CCCCC1=CC(=CC=C1)O,PubChem,,,,Structure_PubChem,150.221,2.7348,1,1,20.23,11,1,3,,,,,150.221
CID_20735,Industrial,20735,C16H18,210.31,4.8,0,0,0.0,CC(C1=CC=CC=C1)C(C)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,210.32,4.5938,0,0,0.0,16,2,3,,,,,210.32
CID_20833,Industrial,20833,C11H16,148.24,3.8,0,0,0.0,CC1=CC(=CC(=C1)C(C)C)C,PubChem,,,,Structure_PubChem,148.249,3.4268,0,0,0.0,11,1,1,,,,,148.249
CID_21071,Industrial,21071,C15H16,196.29,4.6,0,0,0.0,CC1=CC=C(C=C1)CC2=CC=C(C=C2)C,PubChem,,,,Structure_PubChem,196.293,3.8942,0,0,0.0,15,2,2,,,,,196.293
CID_21096,Industrial,21096,C12H14,158.24,3.7,0,0,0.0,C1CC(CC=C1)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,158.244,3.5103,0,0,0.0,12,2,1,,,,,158.244
CID_21476,Industrial,21476,C10H12,132.20,3.4,0,0,0.0,CC1=CC(=CC(=C1)C=C)C,PubChem,,,,Structure_PubChem,132.206,2.9464,0,0,0.0,10,1,1,,,,,132.206
CID_21928,Industrial,21928,C6H5ClSe,191.53,,0,0,0.0,C1=CC=C(C=C1)[Se]Cl,PubChem,,,,Structure_PubChem,191.519,1.1699,0,0,0.0,8,1,1,,,,,191.519
CID_21975,Industrial,21975,C19H18CaN2O9,458.4,,2,9,202.0,CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].C(=O)(N)N.[Ca+2],PubChem,,,,Structure_PubChem,458.436,-1.4062,2,9,201.97,31,2,4,,,,,458.436
CID_21983,Industrial,21983,C7H8ClOP,174.56,2.3,0,1,17.1,CP(=O)(C1=CC=CC=C1)Cl,PubChem,,,,Structure_PubChem,174.567,2.4586,0,1,17.07,10,1,1,,,,,174.567
CID_22521,Industrial,22521,C18H20,236.4,,0,0,0.0,CC(=C)C1=CC=CC=C1.CC(=C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,236.358,5.4394,0,0,0.0,18,2,2,,,,,236.358
CID_22629,Industrial,22629,C13H18O3,222.28,5.7,1,3,46.5,CCCCCCOC(=O)C1=CC=CC=C1O,PubChem,,,,Structure_PubChem,222.284,3.1293,1,3,46.53,16,1,6,,,,,222.284
CID_23114,Industrial,23114,C13H20,176.30,4.8,0,0,0.0,CCC1=CC(=CC(=C1)C)C(C)(C)C,PubChem,,,,Structure_PubChem,176.303,3.8549,0,0,0.0,13,1,1,,,,,176.303
CID_23194,Industrial,23194,C17H28,232.4,8.2,0,0,0.0,CCCCCCCCCCCC1=CC=CC=C1,PubChem,,,,Structure_PubChem,232.411,5.7599,0,0,0.0,17,1,10,,,,,232.411
CID_23427,Industrial,23427,C6H6O2Se,189.08,,1,2,37.3,C1=CC=C(C=C1)[Se](=O)O,PubChem,,,,Structure_PubChem,189.072,-0.1954,1,1,37.3,9,1,1,,,,,189.072
CID_23503,Industrial,23503,C15H16,196.29,5.4,0,0,0.0,CC(C)C1=CC=C(C=C1)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,196.293,4.477,0,0,0.0,15,2,2,,,,,196.293
CID_24135,Industrial,24135,C9H10O4,182.17,1.4,2,4,66.8,CC(=O)C1=C(C=C(C=C1O)OC)O,PubChem,,,,Structure_PubChem,182.175,1.309,2,4,66.76,13,1,2,,,,,182.175
CID_24216,Industrial,24216,C13H12O,184.23,3.6,1,1,20.2,C1=CC=C(C=C1)CC2=CC=CC=C2O,PubChem,,,,Structure_PubChem,184.238,2.983,1,1,20.23,14,2,2,,,,,184.238
CID_24218,Industrial,24218,C10H12,132.20,3.5,0,0,0.0,CCC1=CC=CC=C1C=C,PubChem,,,,Structure_PubChem,132.206,2.892,0,0,0.0,10,1,2,,,,,132.206
CID_25090,Industrial,25090,C11H8O4,204.18,2.6,1,4,63.6,CC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)O,PubChem,,,,Structure_PubChem,204.181,1.7996,1,3,67.51,15,2,1,,,,,204.181
CID_25732,Industrial,25732,C9H14OSi,166.29,,1,1,20.2,C[Si](C)(C)C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,166.296,1.9374,1,1,20.23,11,1,1,,,,,166.296
CID_25771,Industrial,25771,C12H22Si2,222.47,,0,0,0.0,C[Si](C)(C)C1=CC=C(C=C1)[Si](C)(C)C,PubChem,,,,Structure_PubChem,222.48,2.777,0,0,0.0,14,1,2,,,,,222.48
CID_26975,Industrial,26975,C11H16O,164.24,3.7,1,1,20.2,CCCCCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,164.248,3.1249,1,1,20.23,12,1,4,,,,,164.248
CID_28503,Industrial,28503,C8H9I,232.06,3.9,0,0,0.0,C1=CC=C(C=C1)CCI,PubChem,,,,Structure_PubChem,232.064,2.6641,0,0,0.0,9,1,2,,,,,232.064
CID_30852,Industrial,30852,C9H11AsO2,226.10,,1,2,37.3,C=CC[As](=O)(C1=CC=CC=C1)O,PubChem,,,,Structure_PubChem,226.107,0.9446,1,1,37.3,12,1,3,,,,,226.107
CID_31155,Industrial,31155,C9H9N,131.17,2.1,0,1,23.8,CC1=CC=CC=C1CC#N,PubChem,,,,Structure_PubChem,131.178,2.0611,0,1,23.79,10,1,1,,,,,131.178
CID_31185,Industrial,31185,C15H11FO4,274.24,2.9,1,5,63.6,CC(=O)OC1=C(C=C(C=C1)C2=CC=C(C=C2)F)C(=O)O,PubChem,,,,Structure_PubChem,274.247,3.1162,1,3,63.6,20,2,3,,,,,274.247
CID_31237,Industrial,31237,C18H30,246.4,8.8,0,0,0.0,CCCCCCCCCCCCC1=CC=CC=C1,PubChem,,,,Structure_PubChem,246.438,6.15,0,0,0.0,18,1,11,,,,,246.438
CID_31238,Industrial,31238,C19H32,260.5,9.3,0,0,0.0,CCCCCCCCCCCCCC1=CC=CC=C1,PubChem,,,,Structure_PubChem,260.465,6.5401,0,0,0.0,19,1,12,,,,,260.465
CID_31242,Industrial,31242,C8H10O,122.16,2.6,1,1,20.2,CCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,122.167,1.9546,1,1,20.23,9,1,1,,,,,122.167
CID_31835,Industrial,31835,C9H10O3,166.17,3.2,1,3,46.5,CC1=C(C(=CC=C1)C(=O)OC)O,PubChem,,,,Structure_PubChem,166.176,1.4872,1,3,46.53,12,1,1,,,,,166.176
CID_31933,Industrial,31933,C2H5BrHgO,325.56,,1,1,20.2,C(C[Hg]Br)O,PubChem,,,,Structure_PubChem,325.555,0.7894,1,1,20.23,5,0,2,,,,,325.555
CID_33272,Industrial,33272,C7H7HgI,418.63,,0,0,0.0,CC1=CC=C(C=C1)[Hg]I,PubChem,,,,Structure_PubChem,418.627,2.0528,0,0,0.0,9,1,1,,,,,418.627
CID_33668,Industrial,33668,C13H20O,192.30,5.1,1,1,20.2,CCCCCCCC1=CC=CC=C1O,PubChem,,,,Structure_PubChem,192.302,3.9051,1,1,20.23,14,1,6,,,,,192.302
CID_33711,Industrial,33711,C11H16,148.24,4.5,0,0,0.0,CC1=CC(=CC=C1)C(C)(C)C,PubChem,,,,Structure_PubChem,148.249,3.2925,0,0,0.0,11,1,0,,,,,148.249
CID_34177,Industrial,34177,C6H4Br2O,251.90,3.2,1,1,20.2,C1=CC(=C(C=C1Br)O)Br,PubChem,,,,Structure_PubChem,251.905,2.9172,1,1,20.23,9,1,0,,,,,251.905
CID_39149,Industrial,39149,C12H18,162.27,4.5,0,0,0.0,CCC1=C(C(=CC=C1)CC)CC,PubChem,,,,Structure_PubChem,162.276,3.3738,0,0,0.0,12,1,3,,,,,162.276
CID_40956,Industrial,40956,C16H10O4,266.25,3.5,0,4,52.6,C1=CC=C(C=C1)OC(=O)C2=CC3=CC=CC=C3OC2=O,PubChem,,,,Structure_PubChem,266.252,3.0122,0,4,56.51,20,3,2,,,,,266.252
CID_41448,Industrial,41448,C16H12O4,268.26,2.4,1,4,63.6,C1C2=CC=CC=C2C(=O)C3=C(O1)C=CC(=C3)CC(=O)O,PubChem,,,,Structure_PubChem,268.268,2.4371,1,3,63.6,20,3,2,,,,,268.268
CID_43046,Industrial,43046,C15H22O2,234.33,5,0,2,26.3,CCCCCCCC(=O)OC1=CC=C(C=C1)C,PubChem,,,,Structure_PubChem,234.339,4.2609,0,2,26.3,17,1,7,,,,,234.339
CID_46533,Industrial,46533,C9H8O4,180.16,0.8,1,4,63.6,C1=CC=C(C(=C1)C=O)OCC(=O)O,PubChem,,,,Structure_PubChem,180.159,0.9625,1,3,63.6,13,1,4,,,,,180.159
CID_50216,Industrial,50216,C12H14O3,206.24,3.2,1,3,46.5,CC(=CCOC(=O)C1=CC=CC=C1O)C,PubChem,,,,Structure_PubChem,206.241,2.5152,1,3,46.53,15,1,3,,,,,206.241
CID_54204,Industrial,54204,C18H16O4,296.3,3.3,1,4,63.6,CC1=CC2=C(C=C1)OC3=C(C=C(C=C3)C(C)C(=O)O)C(=O)C2,PubChem,,,,Structure_PubChem,296.322,3.7142,1,3,63.6,22,3,2,,,,,296.322
CID_55223,Industrial,55223,C15H12O5,272.25,2.6,2,5,83.8,C1=CC(=C(C(=C1)OCC2=CC=C(C=C2)C(=O)O)C=O)O,PubChem,,,,Structure_PubChem,272.256,2.4819,2,4,83.83,20,2,5,,,,,272.256
CID_55748,Industrial,55748,C17H12O4,280.27,3,1,4,63.6,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC(=C3O2)CC(=O)O,PubChem,,,,Structure_PubChem,280.279,3.0871,1,3,67.51,21,3,3,,,,,280.279
CID_60979,Industrial,60979,C10H12O3,180.20,2.8,0,3,35.5,CCOC(=O)C1=CC=C(C=C1)OC,PubChem,,,,Structure_PubChem,180.203,1.8719,0,3,35.53,13,1,3,,,,,180.203
CID_60997,Industrial,60997,C15H14O2,226.27,3.6,0,2,26.3,CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,PubChem,,,,Structure_PubChem,226.275,3.1431,0,2,26.3,17,2,3,,,,,226.275
CID_61045,Industrial,61045,C8H10S,138.23,2.8,1,1,1.0,CC1=C(C(=CC=C1)C)S,PubChem,,,,Structure_PubChem,138.235,2.5921,1,1,0.0,9,1,0,,,,,138.235
CID_61084,Industrial,61084,C11H16O,164.24,4,1,1,20.2,CCCCCC1=CC=CC=C1O,PubChem,,,,Structure_PubChem,164.248,3.1249,1,1,20.23,12,1,4,,,,,164.248
CID_61151,Industrial,61151,C9H10O3,166.17,2,0,3,35.5,COC1=CC=CC=C1C(=O)OC,PubChem,,,,Structure_PubChem,166.176,1.4818,0,3,35.53,12,1,2,,,,,166.176
CID_61159,Industrial,61159,C14H12O3,228.24,3.8,1,3,46.5,CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O,PubChem,,,,Structure_PubChem,228.247,2.9198,1,3,46.53,17,2,2,,,,,228.247
CID_61261,Industrial,61261,C7H8OS,140.20,2.1,1,2,45.5,CSC1=CC=CC=C1O,PubChem,,,,Structure_PubChem,140.207,2.1141,1,2,20.23,9,1,1,,,,,140.207
CID_61434,Industrial,61434,C19H30O2,290.4,7.2,0,2,26.3,CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,PubChem,,,,Structure_PubChem,290.447,5.8213,0,2,26.3,21,1,11,,,,,290.447
CID_61551,Industrial,61551,C8H5MnO3-,204.06,,0,4,3.0,[C-]#[O+].[C-]#[O+].[C-]#[O+].[CH-]1C=CC=C1.[Mn],PubChem,,,,Structure_PubChem,204.063,1.2905,0,0,59.7,12,1,0,,,,,204.063
CID_61759,Industrial,61759,C6H5Cl2PS,211.05,3.5,0,1,25.3,C1=CC=C(C=C1)SP(Cl)Cl,PubChem,,,,Structure_PubChem,211.053,4.4832,0,1,0.0,10,1,2,,,,,211.053
CID_61954,Industrial,61954,C11H14O2,178.23,2.7,0,2,26.3,CC1=CC=CC=C1OC(=O)C(C)C,PubChem,,,,Structure_PubChem,178.231,2.5564,0,2,26.3,13,1,2,,,,,178.231
CID_62007,Industrial,62007,C13H12O3,216.23,2.9,0,3,39.4,CCOC(=O)C1=C(OC=C1)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,216.236,3.1233,0,3,39.44,16,2,3,,,,,216.236
CID_62332,Industrial,62332,C15H14O3,242.27,4.5,1,3,46.5,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O,PubChem,,,,Structure_PubChem,242.274,2.7917,1,3,46.53,18,2,4,,,,,242.274
CID_62385,Industrial,62385,C10H12,132.20,3.7,0,0,0.0,CC1=CC=C(C=C1)C(=C)C,PubChem,,,,Structure_PubChem,132.206,3.0281,0,0,0.0,10,1,1,,,,,132.206
CID_62453,Industrial,62453,C8H8O,120.15,2.4,1,1,20.2,C=CC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,120.151,2.0352,1,1,20.23,9,1,1,,,,,120.151
CID_62624,Industrial,62624,C15H22O3,250.33,6.8,1,3,46.5,CCCCCCCCOC(=O)C1=CC=CC=C1O,PubChem,,,,Structure_PubChem,250.338,3.9095,1,3,46.53,18,1,8,,,,,250.338
CID_62697,Industrial,62697,C12H14,158.24,,0,0,0.0,C=CC=C.C=CC1=CC=CC=C1,PubChem,,,,Structure_PubChem,158.244,3.688,0,0,0.0,12,1,2,,,,,158.244
CID_65389,Industrial,65389,C8H11BO2,149.98,,2,2,40.5,B(CCC1=CC=CC=C1)(O)O,PubChem,,,,Structure_PubChem,149.986,0.7019,2,2,40.46,11,1,3,,,,,149.986
CID_66030,Industrial,66030,C18H30O,262.4,7.5,1,1,20.2,CCCCCCCCCCCCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,262.437,5.8556,1,1,20.23,19,1,11,,,,,262.437
CID_66041,Industrial,66041,C10H10,130.19,3.5,0,0,0.0,C=CC1=CC=C(C=C1)C=C,PubChem,,,,Structure_PubChem,130.19,2.9726,0,0,0.0,10,1,2,,,,,130.19
CID_66043,Industrial,66043,C8H10S2,170.3,2.1,2,2,2.0,C1=CC(=CC=C1CS)CS,PubChem,,,,Structure_PubChem,170.302,2.5462,2,2,0.0,10,1,2,,,,,170.302
CID_66176,Industrial,66176,C6H5Cl3Ge,256.1,,0,0,0.0,C1=CC=C(C=C1)[Ge](Cl)(Cl)Cl,PubChem,,,,Structure_PubChem,256.075,2.5489,0,0,0.0,10,1,1,,,,,256.075
CID_66180,Industrial,66180,C12H10ClP,220.63,3.8,0,0,0.0,C1=CC=C(C=C1)P(C2=CC=CC=C2)Cl,PubChem,,,,Structure_PubChem,220.639,3.2731,0,0,0.0,14,2,2,,,,,220.639
CID_66182,Industrial,66182,C16H18,210.31,4,0,0,0.0,C1=CC=C(C=C1)CCCCC2=CC=CC=C2,PubChem,,,,Structure_PubChem,210.32,4.252,0,0,0.0,16,2,5,,,,,210.32
CID_66304,Industrial,66304,C8H11OP,154.15,1.5,0,1,17.1,CP(=O)(C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,154.149,1.9346,0,1,17.07,10,1,1,,,,,154.149
CID_66346,Industrial,66346,C10H10O5,210.18,1.4,1,5,72.8,CC(=O)OC1=C(C=C(C=C1)C(=O)O)OC,PubChem,,,,Structure_PubChem,210.185,1.3187,1,4,72.83,15,1,3,,,,,210.185
CID_66569,Industrial,66569,C10H8O2,160.17,1.9,0,2,26.3,CC1=COC2=CC=CC=C2C1=O,PubChem,,,,Structure_PubChem,160.172,2.1014,0,2,30.21,12,2,0,,,,,160.172
CID_66597,Industrial,66597,C17H18O3,270.32,5.5,1,3,46.5,CC(C)(C)C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,PubChem,,,,Structure_PubChem,270.328,3.9089,1,3,46.53,20,2,2,,,,,270.328
CID_66654,Industrial,66654,C10H12O4,196.20,1.7,1,4,55.8,CC(=O)C1=C(C=C(C=C1OC)OC)O,PubChem,,,,Structure_PubChem,196.202,1.612,1,4,55.76,14,1,3,,,,,196.202
CID_66666,Industrial,66666,C10H10,130.19,3.5,0,0,0.0,C=CC1=CC=CC=C1C=C,PubChem,,,,Structure_PubChem,130.19,2.9726,0,0,0.0,10,1,2,,,,,130.19
CID_66726,Industrial,66726,C9H10O3,166.17,1.5,0,3,35.5,COC1=CC(=C(C=C1)OC)C=O,PubChem,,,,Structure_PubChem,166.176,1.5163,0,3,35.53,12,1,3,,,,,166.176
CID_66742,Industrial,66742,C20H14O4,318.3,5,0,4,52.6,C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)OC(=O)C3=CC=CC=C3,PubChem,,,,Structure_PubChem,318.328,4.125,0,4,52.6,24,3,4,,,,,318.328
CID_66827,Industrial,66827,C6H7BO2,121.93,,2,2,40.5,B(C1=CC=CC=C1)(O)O,PubChem,,,,Structure_PubChem,121.932,-0.6336,2,2,40.46,9,1,1,,,,,121.932
CID_66828,Industrial,66828,C8H7Br,183.04,3.2,0,0,0.0,C=C(C1=CC=CC=C1)Br,PubChem,,,,Structure_PubChem,183.048,3.0522,0,0,0.0,9,1,1,,,,,183.048
CID_67146,Industrial,67146,C15H14O2,226.27,3.7,0,2,26.3,CC1=CC(=CC=C1)OC(=O)CC2=CC=CC=C2,PubChem,,,,Structure_PubChem,226.275,3.1431,0,2,26.3,17,2,3,,,,,226.275
CID_67236,Industrial,67236,C17H12O3,264.27,4.8,1,3,46.5,C1=CC=C(C=C1)OC(=O)C2=C(C3=CC=CC=C3C=C2)O,PubChem,,,,Structure_PubChem,264.28,3.7646,1,3,46.53,20,3,2,,,,,264.28
CID_67252,Industrial,67252,C9H10O3,166.17,2,1,3,46.5,CCOC1=CC=CC=C1C(=O)O,PubChem,,,,Structure_PubChem,166.176,1.7835,1,2,46.53,12,1,3,,,,,166.176
CID_67296,Industrial,67296,C15H24O,220.35,6.2,1,1,20.2,CCCCCCCCCC1=CC=CC=C1O,PubChem,,,,Structure_PubChem,220.356,4.6853,1,1,20.23,16,1,8,,,,,220.356
CID_67320,Industrial,67320,C15H24O,220.35,6.2,1,1,20.2,CCCCCCCCCC1=CC(=CC=C1)O,PubChem,,,,Structure_PubChem,220.356,4.6853,1,1,20.23,16,1,8,,,,,220.356
CID_67579,Industrial,67579,C12H9F,172.20,4,0,1,0.0,C1=CC=C(C=C1)C2=CC=CC=C2F,PubChem,,,,Structure_PubChem,172.202,3.4927,0,0,0.0,13,2,1,,,,,172.202
CID_67610,Industrial,67610,C6H5FO3S,176.17,1.8,0,4,51.8,C1=CC=C(C=C1)OS(=O)(=O)F,PubChem,,,,Structure_PubChem,176.168,1.2797,0,3,43.37,11,1,2,,,,,176.168
CID_67673,Industrial,67673,C6H4FI,222.00,3.1,0,1,0.0,C1=CC=C(C(=C1)F)I,PubChem,,,,Structure_PubChem,222.0,2.4303,0,0,0.0,8,1,0,,,,,222.0
CID_67679,Industrial,67679,C7H5ClF2,162.56,3.3,0,2,0.0,C1=CC=C(C=C1)C(F)(F)Cl,PubChem,,,,Structure_PubChem,162.566,2.9747,0,0,0.0,10,1,1,,,,,162.566
CID_67764,Industrial,67764,C6H5FO2,128.10,1.6,2,3,40.5,C1=CC(=C(C(=C1)F)O)O,PubChem,,,,Structure_PubChem,128.102,1.2369,2,2,40.46,9,1,0,,,,,128.102
CID_67773,Industrial,67773,C6H3F3,132.08,2.4,0,3,0.0,C1=CC(=C(C=C1F)F)F,PubChem,,,,Structure_PubChem,132.084,2.1039,0,0,0.0,9,1,0,,,,,132.084
CID_67789,Industrial,67789,C6H5FS,128.17,2.3,1,2,1.0,C1=CC(=CC=C1F)S,PubChem,,,,Structure_PubChem,128.171,2.1144,1,1,0.0,8,1,0,,,,,128.171
CID_67867,Industrial,67867,C7H4F4,164.10,3.4,0,4,0.0,C1=CC(=CC(=C1)F)C(F)(F)F,PubChem,,,,Structure_PubChem,164.101,2.8445,0,0,0.0,11,1,0,,,,,164.101
CID_67868,Industrial,67868,C7H4F3I,272.01,3.6,0,3,0.0,C1=CC(=CC(=C1)I)C(F)(F)F,PubChem,,,,Structure_PubChem,272.007,3.31,0,0,0.0,11,1,0,,,,,272.007
CID_67871,Industrial,67871,C7H4Cl3F,213.5,3.6,0,1,0.0,C1=CC(=CC=C1C(Cl)(Cl)Cl)F,PubChem,,,,Structure_PubChem,213.466,3.6524,0,0,0.0,11,1,0,,,,,213.466
CID_67873,Industrial,67873,C7H4F4,164.10,3.3,0,4,0.0,C1=CC(=CC=C1C(F)(F)F)F,PubChem,,,,Structure_PubChem,164.101,2.8445,0,0,0.0,11,1,0,,,,,164.101
CID_67874,Industrial,67874,C7H5F3O,162.11,2.8,1,4,20.2,C1=CC(=CC=C1C(F)(F)F)O,PubChem,,,,Structure_PubChem,162.11,2.411,1,1,20.23,11,1,0,,,,,162.11
CID_67957,Industrial,67957,C7H4F3I,272.01,3.5,0,3,0.0,C1=CC=C(C(=C1)C(F)(F)F)I,PubChem,,,,Structure_PubChem,272.007,3.31,0,0,0.0,11,1,0,,,,,272.007
CID_67958,Industrial,67958,C7H5F3O,162.11,2.8,1,4,20.2,C1=CC=C(C(=C1)C(F)(F)F)O,PubChem,,,,Structure_PubChem,162.11,2.411,1,1,20.23,11,1,0,,,,,162.11
CID_67971,Industrial,67971,C8H5F3,158.12,2.7,0,3,0.0,C1=CC=C(C=C1)C(=C(F)F)F,PubChem,,,,Structure_PubChem,158.122,3.2212,0,0,0.0,11,1,1,,,,,158.122
CID_68093,Industrial,68093,C11H10O6,238.19,0.9,1,6,89.9,CC(=O)OC1=CC=CC(=C1OC(=O)C)C(=O)O,PubChem,,,,Structure_PubChem,238.195,1.2354,1,5,89.9,17,1,3,,,,,238.195
CID_68104,Industrial,68104,C7H4Cl3F,213.5,3.6,0,1,0.0,C1=CC=C(C(=C1)C(Cl)(Cl)Cl)F,PubChem,,,,Structure_PubChem,213.466,3.6524,0,0,0.0,11,1,0,,,,,213.466
CID_68110,Industrial,68110,C9H8O2,148.16,1.4,0,2,26.3,C1COC2=CC=CC=C2C1=O,PubChem,,,,Structure_PubChem,148.161,1.6518,0,2,26.3,11,2,0,,,,,148.161
CID_68112,Industrial,68112,C15H10O3,238.24,2.5,1,3,46.5,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=CC=C3O2)O,PubChem,,,,Structure_PubChem,238.242,3.1656,1,3,50.44,18,3,1,,,,,238.242
CID_68117,Industrial,68117,C9H10O3,166.17,1.7,1,3,46.5,CCOC1=CC=CC(=C1O)C=O,PubChem,,,,Structure_PubChem,166.176,1.6034,1,3,46.53,12,1,3,,,,,166.176
CID_68136,Industrial,68136,C7H5Cl2F,179.02,3.5,0,1,0.0,C1=CC=C(C=C1)C(F)(Cl)Cl,PubChem,,,,Structure_PubChem,179.021,3.244,0,0,0.0,10,1,1,,,,,179.021
CID_68148,Industrial,68148,C9H10O,134.17,2.9,1,1,20.2,C=CCC1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,134.178,2.1207,1,1,20.23,10,1,2,,,,,134.178
CID_68191,Industrial,68191,C10H13Cl,168.66,4.2,0,0,0.0,CC(C)(CCl)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,168.667,3.203,0,0,0.0,11,1,2,,,,,168.667
CID_68243,Industrial,68243,C7H6OS2,170.3,2.2,2,3,53.3,C1=CC=C(C(=C1)C(=S)S)O,PubChem,,,,Structure_PubChem,170.258,1.9975,2,2,20.23,10,1,1,,,,,170.258
CID_68382,Industrial,68382,C8H6O2,134.13,1.3,0,2,26.3,C1C2=CC=CC=C2OC1=O,PubChem,,,,Structure_PubChem,134.134,1.1481,0,2,26.3,10,2,0,,,,,134.134
