Nom,Categorie,CID,Formule,Masse_molaire,LogP,HBD,HBA,TPSA,SMILES,Source_structure,Source_toxicologie,Plante,Partie_utilisee,Statut_donnees,RDKit_Masse_molaire,RDKit_LogP,RDKit_HBD,RDKit_HBA,RDKit_TPSA,Atomes_lourds,Anneaux,Liaisons_rotatables,LD50_mg_kg,LogLD50,Toxicite,Risque,RKdit_masse_molaire,PubChem_CID,Formule_PubChem,Masse_molaire_PubChem,LogP_PubChem,HBD_PubChem,HBA_PubChem,TPSA_PubChem,Atomes_lourds_PubChem,Anneaux_PubChem,Liaisons_rotatables_PubChem,SMILES_isomerique,IUPAC_Name,PubChem_Statut,RDKit_Atomes_lourds,RDKit_Anneaux,RDKit_Liaisons_rotatables,Nom_original,Nom_PubChem,IUPAC_Name_PubChem,SMILES_PubChem,InChI_PubChem,InChIKey_PubChem
3-Methoxysalicylic acid,Industrial,70140,C8H8O4,168.15,1.9,2,4,66.8,COC1=CC=CC(=C1O)C(=O)O,PubChem,,,,Structure_PubChem,168.148,1.099,2,3,66.76,12,1,2,,,,,168.148,,C8H8O4,,,,,,,,,,,Trouvé,,,,CID_70140,3-Methoxysalicylic acid,2-hydroxy-3-methoxybenzoic acid,COC1=CC=CC(=C1O)C(=O)O,"InChI=1S/C8H8O4/c1-12-6-4-2-3-5(7(6)9)8(10)11/h2-4,9H,1H3,(H,10,11)",AUZQQIPZESHNMG-UHFFFAOYSA-N
"Benzaldehyde, 4-(acetyloxy)-",Industrial,70144,C9H8O3,164.16,0.6,0,3,43.4,CC(=O)OC1=CC=C(C=C1)C=O,PubChem,,,,Structure_PubChem,164.16,1.4244,0,3,43.37,12,1,2,,,,,164.16,,C9H8O3,,,,,,,,,,,Trouvé,,,,CID_70144,"Benzaldehyde, 4-(acetyloxy)-",(4-formylphenyl) acetate,CC(=O)OC1=CC=C(C=C1)C=O,"InChI=1S/C9H8O3/c1-7(11)12-9-4-2-8(6-10)3-5-9/h2-6H,1H3",SEVSMVUOKAMPDO-UHFFFAOYSA-N
3-Methoxy-2-naphthoic acid,Industrial,70161,C12H10O3,202.21,2.7,1,3,46.5,COC1=CC2=CC=CC=C2C=C1C(=O)O,PubChem,,,,Structure_PubChem,202.209,2.5466,1,2,46.53,15,2,2,,,,,202.209,,C12H10O3,,,,,,,,,,,Trouvé,,,,CID_70161,3-Methoxy-2-naphthoic acid,3-methoxynaphthalene-2-carboxylic acid,COC1=CC2=CC=CC=C2C=C1C(=O)O,"InChI=1S/C12H10O3/c1-15-11-7-9-5-3-2-4-8(9)6-10(11)12(13)14/h2-7H,1H3,(H,13,14)",RTBQQRFTCVDODF-UHFFFAOYSA-N
"1,4-Diphenyl-1,3-butadiyne",Industrial,70174,C16H10,202.25,5.2,0,0,0.0,C1=CC=C(C=C1)C#CC#CC2=CC=CC=C2,PubChem,,,,Structure_PubChem,202.256,3.0898,0,0,0.0,16,2,0,,,,,202.256,,C16H10,,,,,,,,,,,Trouvé,,,,CID_70174,"1,4-Diphenyl-1,3-butadiyne","4-phenylbuta-1,3-diynylbenzene",C1=CC=C(C=C1)C#CC#CC2=CC=CC=C2,"InChI=1S/C16H10/c1-3-9-15(10-4-1)13-7-8-14-16-11-5-2-6-12-16/h1-6,9-12H",HMQFJYLWNWIYKQ-UHFFFAOYSA-N
(2-Phenylethyl)trichlorosilane,Industrial,70327,C8H9Cl3Si,239.6,,0,0,0.0,C1=CC=C(C=C1)CC[Si](Cl)(Cl)Cl,PubChem,,,,Structure_PubChem,239.605,3.8844,0,0,0.0,12,1,3,,,,,239.605,,C8H9Cl3Si,,,,,,,,,,,Trouvé,,,,CID_70327,(2-Phenylethyl)trichlorosilane,trichloro(2-phenylethyl)silane,C1=CC=C(C=C1)CC[Si](Cl)(Cl)Cl,"InChI=1S/C8H9Cl3Si/c9-12(10,11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2",FMYXZXAKZWIOHO-UHFFFAOYSA-N
Methyldiphenylarsine,Industrial,70348,C13H13As,244.16,,0,0,0.0,C[As](C1=CC=CC=C1)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,244.169,1.9254,0,0,0.0,14,2,2,,,,,244.169,,C13H13As,,,,,,,,,,,Trouvé,,,,CID_70348,Methyldiphenylarsine,methyl(diphenyl)arsane,C[As](C1=CC=CC=C1)C2=CC=CC=C2,"InChI=1S/C13H13As/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3",CADPTFMOCGIPOI-UHFFFAOYSA-N
Diphenylstannane,Industrial,70535,C12H10Sn,272.92,,0,0,0.0,C1=CC=C(C=C1)[Sn]C2=CC=CC=C2,PubChem,,,,Structure_PubChem,272.923,1.3416,0,0,0.0,13,2,2,,,,,272.923,,C12H10Sn,,,,,,,,,,,Trouvé,,,,CID_70535,Diphenylstannane,diphenyltin,C1=CC=C(C=C1)[Sn]C2=CC=CC=C2,InChI=1S/2C6H5.Sn/c2*1-2-4-6-5-3-1;/h2*1-5H;,KUCPUSUXIGWHFB-UHFFFAOYSA-N
"Phenol, o-mercapto-(6CI,7CI,8CI)",Industrial,70718,C6H6OS,126.18,1.7,2,2,21.2,C1=CC=C(C(=C1)O)S,PubChem,,,,Structure_PubChem,126.18,1.6809,2,2,20.23,8,1,0,,,,,126.18,,C6H6OS,,,,,,,,,,,Trouvé,,,,CID_70718,"Phenol, o-mercapto-(6CI,7CI,8CI)",2-sulfanylphenol,C1=CC=C(C(=C1)O)S,"InChI=1S/C6H6OS/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",VMKYTRPNOVFCGZ-UHFFFAOYSA-N
1-Fluoro-3-iodobenzene,Industrial,70725,C6H4FI,222.0,3.4,0,1,0.0,C1=CC(=CC(=C1)I)F,PubChem,,,,Structure_PubChem,222.0,2.4303,0,0,0.0,8,1,0,,,,,222.0,,C6H4FI,,,,,,,,,,,Trouvé,,,,CID_70725,1-Fluoro-3-iodobenzene,1-fluoro-3-iodobenzene,C1=CC(=CC(=C1)I)F,InChI=1S/C6H4FI/c7-5-2-1-3-6(8)4-5/h1-4H,VSKSBSORLCDRHS-UHFFFAOYSA-N
"Benzene, 2-iodo-1,4-dimethyl-",Industrial,70731,C8H9I,232.06,3.3,0,0,0.0,CC1=CC(=C(C=C1)C)I,PubChem,,,,Structure_PubChem,232.064,2.908,0,0,0.0,9,1,0,,,,,232.064,,C8H9I,,,,,,,,,,,Trouvé,,,,CID_70731,"Benzene, 2-iodo-1,4-dimethyl-","2-iodo-1,4-dimethylbenzene",CC1=CC(=C(C=C1)C)I,"InChI=1S/C8H9I/c1-6-3-4-7(2)8(9)5-6/h3-5H,1-2H3",WYZVNUSNUCABRF-UHFFFAOYSA-N
2-(3-Methyl-2-buten-1-yl)phenol,Industrial,70787,C11H14O,162.23,3.6,1,1,20.2,CC(=CCC1=CC=CC=C1O)C,PubChem,,,,Structure_PubChem,162.232,2.9009,1,1,20.23,12,1,2,,,,,162.232,,C11H14O,,,,,,,,,,,Trouvé,,,,CID_70787,2-(3-Methyl-2-buten-1-yl)phenol,2-(3-methylbut-2-enyl)phenol,CC(=CCC1=CC=CC=C1O)C,"InChI=1S/C11H14O/c1-9(2)7-8-10-5-3-4-6-11(10)12/h3-7,12H,8H2,1-2H3",GLOBOHBQKQLVIS-UHFFFAOYSA-N
4-(Hexyloxy)benzoic acid,Industrial,70834,C13H18O3,222.28,3.9,1,3,46.5,CCCCCCOC1=CC=C(C=C1)C(=O)O,PubChem,,,,Structure_PubChem,222.284,3.3439,1,2,46.53,16,1,7,,,,,222.284,,C13H18O3,,,,,,,,,,,Trouvé,,,,CID_70834,4-(Hexyloxy)benzoic acid,4-hexoxybenzoic acid,CCCCCCOC1=CC=C(C=C1)C(=O)O,"InChI=1S/C13H18O3/c1-2-3-4-5-10-16-12-8-6-11(7-9-12)13(14)15/h6-9H,2-5,10H2,1H3,(H,14,15)",HBQUXMZZODHFMJ-UHFFFAOYSA-N
"1,1'-Tellurobis(benzene)",Industrial,70995,C12H10Te,281.8,,0,0,0.0,C1=CC=C(C=C1)[Te]C2=CC=CC=C2,PubChem,,,,Structure_PubChem,281.812,1.3416,0,0,0.0,13,2,2,,,,,281.812,,C12H10Te,,,,,,,,,,,Trouvé,,,,CID_70995,"1,1'-Tellurobis(benzene)",phenyltellanylbenzene,C1=CC=C(C=C1)[Te]C2=CC=CC=C2,InChI=1S/C12H10Te/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,XTCBHFKSTRGVMZ-UHFFFAOYSA-N
Methanol-D4,Industrial,71568,CH4O,36.066,-0.5,1,1,20.2,[2H]C([2H])([2H])O[2H],PubChem,,,,Structure_PubChem,36.0664,-0.3915,1,1,20.23,2,0,0,,,,,36.0664,,CH4O,,,,,,,,,,,Trouvé,,,,CID_71568,Methanol-D4,trideuterio(deuteriooxy)methane,[2H]C([2H])([2H])O[2H],"InChI=1S/CH4O/c1-2/h2H,1H3/i1D3,2D",OKKJLVBELUTLKV-MZCSYVLQSA-N
Benzene-D6,Industrial,71601,C6H6,84.15,2.1,0,0,0.0,[2H]C1=C(C(=C(C(=C1[2H])[2H])[2H])[2H])[2H],PubChem,,,,Structure_PubChem,84.1506,1.6866,0,0,0.0,6,1,0,,,,,84.1506,,C6H6,,,,,,,,,,,Trouvé,,,,CID_71601,Benzene-D6,"1,2,3,4,5,6-hexadeuteriobenzene",[2H]C1=C(C(=C(C(=C1[2H])[2H])[2H])[2H])[2H],"InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H/i1D,2D,3D,4D,5D,6D",UHOVQNZJYSORNB-MZWXYZOWSA-N
6-Hydroxyflavone,Industrial,72279,C15H10O3,238.24,3.6,1,3,46.5,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O,PubChem,,,,Structure_PubChem,238.242,3.1656,1,3,50.44,18,3,1,,,,,238.242,,C15H10O3,,,,,,,,,,,Trouvé,,,,CID_72279,6-Hydroxyflavone,6-hydroxy-2-phenylchromen-4-one,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O,"InChI=1S/C15H10O3/c16-11-6-7-14-12(8-11)13(17)9-15(18-14)10-4-2-1-3-5-10/h1-9,16H",GPZYYYGYCRFPBU-UHFFFAOYSA-N
"2,4-Diiodophenol",Industrial,72858,C6H4I2O,345.9,2.9,1,1,20.2,C1=CC(=C(C=C1I)I)O,PubChem,,,,Structure_PubChem,345.905,2.6014,1,1,20.23,9,1,0,,,,,345.905,,C6H4I2O,,,,,,,,,,,Trouvé,,,,CID_72858,"2,4-Diiodophenol","2,4-diiodophenol",C1=CC(=C(C=C1I)I)O,"InChI=1S/C6H4I2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",DAHRRUMUNVQEOB-UHFFFAOYSA-N
Phenylphosphinic acid,Industrial,72903,C6H7O2P,142.09,0.5,2,2,40.5,C1=CC=C(C=C1)P(O)O,PubChem,,,,Structure_PubChem,142.094,0.6084,2,2,40.46,9,1,1,,,,,142.094,,C6H7O2P,,,,,,,,,,,Trouvé,,,,CID_72903,Phenylphosphinic acid,phenylphosphonous acid,C1=CC=C(C=C1)P(O)O,"InChI=1S/C6H7O2P/c7-9(8)6-4-2-1-3-5-6/h1-5,7-8H",CGNKSELPNJJTSM-UHFFFAOYSA-N
P-Phenylphosphonic diamide,Industrial,72904,C6H9N2OP,156.12,0.0,2,3,69.1,C1=CC=C(C=C1)P(=O)(N)N,PubChem,,,,Structure_PubChem,156.125,0.4224,2,1,69.11,10,1,1,,,,,156.125,,C6H9N2OP,,,,,,,,,,,Trouvé,,,,CID_72904,P-Phenylphosphonic diamide,diaminophosphorylbenzene,C1=CC=C(C=C1)P(=O)(N)N,"InChI=1S/C6H9N2OP/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H4,7,8,9)",SIZHJVYZJFWGHF-UHFFFAOYSA-N
Trimethylphenoxysilane,Industrial,73720,C9H14OSi,166.29,,0,1,9.2,C[Si](C)(C)OC1=CC=CC=C1,PubChem,,,,Structure_PubChem,166.296,2.9003,0,1,9.23,11,1,2,,,,,166.296,,C9H14OSi,,,,,,,,,,,Trouvé,,,,CID_73720,Trimethylphenoxysilane,trimethyl(phenoxy)silane,C[Si](C)(C)OC1=CC=CC=C1,"InChI=1S/C9H14OSi/c1-11(2,3)10-9-7-5-4-6-8-9/h4-8H,1-3H3",OJAJJFGMKAZGRZ-UHFFFAOYSA-N
Diphenyliodonium chloride,Industrial,73870,C12H10ClI,316.56,,0,1,0.0,C1=CC=C(C=C1)[I+]C2=CC=CC=C2.[Cl-],PubChem,,,,Structure_PubChem,316.569,-3.181,0,0,0.0,14,2,2,,,,,316.569,,C12H10ClI,,,,,,,,,,,Trouvé,,,,CID_73870,Diphenyliodonium chloride,diphenyliodanium chloride,C1=CC=C(C=C1)[I+]C2=CC=CC=C2.[Cl-],InChI=1S/C12H10I.ClH/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12;/h1-10H;1H/q+1;/p-1,RSJLWBUYLGJOBD-UHFFFAOYSA-M
"Iodonium, diphenyl-, bromide (1:1)",Industrial,73871,C12H10BrI,361.02,,0,1,0.0,C1=CC=C(C=C1)[I+]C2=CC=CC=C2.[Br-],PubChem,,,,Structure_PubChem,361.02,-3.181,0,0,0.0,14,2,2,,,,,361.02,,C12H10BrI,,,,,,,,,,,Trouvé,,,,CID_73871,"Iodonium, diphenyl-, bromide (1:1)",diphenyliodanium bromide,C1=CC=C(C=C1)[I+]C2=CC=CC=C2.[Br-],InChI=1S/C12H10I.BrH/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12;/h1-10H;1H/q+1;/p-1,LGPSGXJFQQZYMS-UHFFFAOYSA-M
Methyldiphenylphosphine,Industrial,73879,C13H13P,200.22,3.1,0,0,0.0,CP(C1=CC=CC=C1)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,200.221,2.7491,0,0,0.0,14,2,2,,,,,200.221,,C13H13P,,,,,,,,,,,Trouvé,,,,CID_73879,Methyldiphenylphosphine,methyl(diphenyl)phosphane,CP(C1=CC=CC=C1)C2=CC=CC=C2,"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3",UJNZOIKQAUQOCN-UHFFFAOYSA-N
"Benzene, (2,2-dichloroethyl)-",Industrial,74000,C8H8Cl2,175.05,3.6,0,0,0.0,C1=CC=C(C=C1)CC(Cl)Cl,PubChem,,,,Structure_PubChem,175.058,3.0328,0,0,0.0,10,1,2,,,,,175.058,,C8H8Cl2,,,,,,,,,,,Trouvé,,,,CID_74000,"Benzene, (2,2-dichloroethyl)-","2,2-dichloroethylbenzene",C1=CC=C(C=C1)CC(Cl)Cl,"InChI=1S/C8H8Cl2/c9-8(10)6-7-4-2-1-3-5-7/h1-5,8H,6H2",NGQTUWCDHLILAX-UHFFFAOYSA-N
Benzylbromomagnesium,Industrial,74118,C7H7BrMg,195.34,,0,2,0.0,[CH2-]C1=CC=CC=C1.[Mg+2].[Br-],PubChem,,,,Structure_PubChem,195.342,-1.508,0,0,0.0,9,1,0,,,,,195.342,,C7H7BrMg,,,,,,,,,,,Trouvé,,,,CID_74118,Benzylbromomagnesium,magnesium;methanidylbenzene;bromide,[CH2-]C1=CC=CC=C1.[Mg+2].[Br-],"InChI=1S/C7H7.BrH.Mg/c1-7-5-3-2-4-6-7;;/h2-6H,1H2;1H;/q-1;;+2/p-1",QGEFGPVWRJCFQP-UHFFFAOYSA-M
p-Vinylbenzyl chloride,Industrial,74126,C9H9Cl,152.62,3.1,0,0,0.0,C=CC1=CC=C(C=C1)CCl,PubChem,,,,Structure_PubChem,152.624,3.0684,0,0,0.0,10,1,2,,,,,152.624,,C9H9Cl,,,,,,,,,,,Trouvé,,,,CID_74126,p-Vinylbenzyl chloride,1-(chloromethyl)-4-ethenylbenzene,C=CC1=CC=C(C=C1)CCl,"InChI=1S/C9H9Cl/c1-2-8-3-5-9(7-10)6-4-8/h2-6H,1,7H2",ZRZHXNCATOYMJH-UHFFFAOYSA-N
"1,4-Diisopropenylbenzene",Industrial,74148,C12H14,158.24,4.7,0,0,0.0,CC(=C)C1=CC=C(C=C1)C(=C)C,PubChem,,,,Structure_PubChem,158.244,3.7528,0,0,0.0,12,1,2,,,,,158.244,,C12H14,,,,,,,,,,,Trouvé,,,,CID_74148,"1,4-Diisopropenylbenzene","1,4-bis(prop-1-en-2-yl)benzene",CC(=C)C1=CC=C(C=C1)C(=C)C,"InChI=1S/C12H14/c1-9(2)11-5-7-12(8-6-11)10(3)4/h5-8H,1,3H2,2,4H3",ZENYUPUKNXGVDY-UHFFFAOYSA-N
Diethylphenylphosphine,Industrial,74149,C10H15P,166.2,2.2,0,0,0.0,CCP(CC)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,166.204,2.8336,0,0,0.0,11,1,3,,,,,166.204,,C10H15P,,,,,,,,,,,Trouvé,,,,CID_74149,Diethylphenylphosphine,diethyl(phenyl)phosphane,CCP(CC)C1=CC=CC=C1,"InChI=1S/C10H15P/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",LVTCZSBUROAWTE-UHFFFAOYSA-N
"Germane, dichlorodiphenyl-",Industrial,74167,C12H10Cl2Ge,297.7,,0,0,0.0,C1=CC=C(C=C1)[Ge](C2=CC=CC=C2)(Cl)Cl,PubChem,,,,Structure_PubChem,297.728,2.7206,0,0,0.0,15,2,2,,,,,297.728,,C12H10Cl2Ge,,,,,,,,,,,Trouvé,,,,CID_74167,"Germane, dichlorodiphenyl-",dichloro(diphenyl)germane,C1=CC=C(C=C1)[Ge](C2=CC=CC=C2)(Cl)Cl,"InChI=1S/C12H10Cl2Ge/c13-15(14,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H",PFPTYRFVUHDUIN-UHFFFAOYSA-N
Dichloro(phenyl)silane,Industrial,74207,C6H6Cl2Si,177.1,,0,0,0.0,C1=CC=C(C=C1)[SiH](Cl)Cl,PubChem,,,,Structure_PubChem,177.106,1.5917,0,0,0.0,9,1,1,,,,,177.106,,C6H6Cl2Si,,,,,,,,,,,Trouvé,,,,CID_74207,Dichloro(phenyl)silane,dichloro(phenyl)silane,C1=CC=C(C=C1)[SiH](Cl)Cl,"InChI=1S/C6H6Cl2Si/c7-9(8)6-4-2-1-3-5-6/h1-5,9H",VIRVTHOOZABTPR-UHFFFAOYSA-N
(2.2)Paracyclophane,Industrial,74210,C16H16,208.3,3.7,0,0,0.0,C1CC2=CC=C(CCC3=CC=C1C=C3)C=C2,PubChem,,,,Structure_PubChem,208.304,3.5704,0,0,0.0,16,6,0,,,,,208.304,,C16H16,,,,,,,,,,,Trouvé,,,,CID_74210,(2.2)Paracyclophane,"tricyclo[8.2.2.24,7]hexadeca-1(13),4,6,10(14),11,15-hexaene",C1CC2=CC=C(CCC3=CC=C1C=C3)C=C2,"InChI=1S/C16H16/c1-2-14-4-3-13(1)9-10-15-5-7-16(8-6-15)12-11-14/h1-8H,9-12H2",OOLUVSIJOMLOCB-UHFFFAOYSA-N
Phenol sulfate,Industrial,74426,C6H6O4S,174.18,0.8,1,4,72.0,C1=CC=C(C=C1)OS(=O)(=O)O,PubChem,,,,Structure_PubChem,174.177,0.8682,1,3,63.6,11,1,2,,,,,174.177,,C6H6O4S,,,,,,,,,,,Trouvé,,,,CID_74426,Phenol sulfate,phenyl hydrogen sulfate,C1=CC=C(C=C1)OS(=O)(=O)O,"InChI=1S/C6H6O4S/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H,7,8,9)",CTYRPMDGLDAWRQ-UHFFFAOYSA-N
o-Phenylenediarsonic acid,Industrial,74471,C6H8As2O6,325.97,,4,6,115.0,C1=CC=C(C(=C1)[As](=O)(O)O)[As](=O)(O)O,PubChem,,,,Structure_PubChem,325.968,-3.1914,4,2,115.06,14,1,2,,,,,325.968,,C6H8As2O6,,,,,,,,,,,Trouvé,,,,CID_74471,o-Phenylenediarsonic acid,(2-arsonophenyl)arsonic acid,C1=CC=C(C(=C1)[As](=O)(O)O)[As](=O)(O)O,"InChI=1S/C6H8As2O6/c9-7(10,11)5-3-1-2-4-6(5)8(12,13)14/h1-4H,(H2,9,10,11)(H2,12,13,14)",FBDWZBKCZCVCNV-UHFFFAOYSA-N
4-Phenyl-3-butyn-2-one,Industrial,74555,C10H8O,144.17,2.2,0,1,17.1,CC(=O)C#CC1=CC=CC=C1,PubChem,,,,Structure_PubChem,144.173,1.6271,0,1,17.07,11,1,0,,,,,144.173,,C10H8O,,,,,,,,,,,Trouvé,,,,CID_74555,4-Phenyl-3-butyn-2-one,4-phenylbut-3-yn-2-one,CC(=O)C#CC1=CC=CC=C1,"InChI=1S/C10H8O/c1-9(11)7-8-10-5-3-2-4-6-10/h2-6H,1H3",UPEUQDJSUFHFQP-UHFFFAOYSA-N
5-Phenyl-1-pentyne,Industrial,74573,C11H12,144.21,3.8,0,0,0.0,C#CCCCC1=CC=CC=C1,PubChem,,,,Structure_PubChem,144.217,2.6425,0,0,0.0,11,1,3,,,,,144.217,,C11H12,,,,,,,,,,,Trouvé,,,,CID_74573,5-Phenyl-1-pentyne,pent-4-ynylbenzene,C#CCCCC1=CC=CC=C1,"InChI=1S/C11H12/c1-2-3-5-8-11-9-6-4-7-10-11/h1,4,6-7,9-10H,3,5,8H2",KOSORCNALVBYBP-UHFFFAOYSA-N
"Benzene, 1,1'-(1,1,2,2-tetramethyl-1,2-ethanediyl)bis-",Industrial,74681,C18H22,238.4,5.9,0,0,0.0,CC(C)(C1=CC=CC=C1)C(C)(C)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,238.374,4.942,0,0,0.0,18,2,3,,,,,238.374,,C18H22,,,,,,,,,,,Trouvé,,,,CID_74681,"Benzene, 1,1'-(1,1,2,2-tetramethyl-1,2-ethanediyl)bis-","(2,3-dimethyl-3-phenylbutan-2-yl)benzene",CC(C)(C1=CC=CC=C1)C(C)(C)C2=CC=CC=C2,"InChI=1S/C18H22/c1-17(2,15-11-7-5-8-12-15)18(3,4)16-13-9-6-10-14-16/h5-14H,1-4H3",HGTUJZTUQFXBIH-UHFFFAOYSA-N
2-Hydroxyxanthone,Industrial,74708,C13H8O3,212.2,3.2,1,3,46.5,C1=CC=C2C(=C1)C(=O)C3=C(O2)C=CC(=C3)O,PubChem,,,,Structure_PubChem,212.204,2.6518,1,3,50.44,16,3,0,,,,,212.204,,C13H8O3,,,,,,,,,,,Trouvé,,,,CID_74708,2-Hydroxyxanthone,2-hydroxyxanthen-9-one,C1=CC=C2C(=C1)C(=O)C3=C(O2)C=CC(=C3)O,"InChI=1S/C13H8O3/c14-8-5-6-12-10(7-8)13(15)9-3-1-2-4-11(9)16-12/h1-7,14H",WSACHQJPCNOREV-UHFFFAOYSA-N
"1,4-Benzenediol, 2,6-diiodo-",Industrial,74775,C6H4I2O2,361.9,1.9,2,2,40.5,C1=C(C=C(C(=C1I)O)I)O,PubChem,,,,Structure_PubChem,361.904,2.307,2,2,40.46,10,1,0,,,,,361.904,,C6H4I2O2,,,,,,,,,,,Trouvé,,,,CID_74775,"1,4-Benzenediol, 2,6-diiodo-","2,6-diiodobenzene-1,4-diol",C1=C(C=C(C(=C1I)O)I)O,"InChI=1S/C6H4I2O2/c7-4-1-3(9)2-5(8)6(4)10/h1-2,9-10H",TXLWEPPRCDCHRB-UHFFFAOYSA-N
2-Chloro-4-fluorophenol,Industrial,74814,C6H4ClFO,146.54,2.5,1,2,20.2,C1=CC(=C(C=C1F)Cl)O,PubChem,,,,Structure_PubChem,146.548,2.1847,1,1,20.23,9,1,0,,,,,146.548,,C6H4ClFO,,,,,,,,,,,Trouvé,,,,CID_74814,2-Chloro-4-fluorophenol,2-chloro-4-fluorophenol,C1=CC(=C(C=C1F)Cl)O,"InChI=1S/C6H4ClFO/c7-5-3-4(8)1-2-6(5)9/h1-3,9H",IGYXYGDEYHNFFT-UHFFFAOYSA-N
Toluene-d8,Industrial,74861,C7H8,100.19,2.7,0,0,0.0,[2H]C1=C(C(=C(C(=C1[2H])[2H])C([2H])([2H])[2H])[2H])[2H],PubChem,,,,Structure_PubChem,100.1898,1.995,0,0,0.0,7,1,0,,,,,100.1898,,C7H8,,,,,,,,,,,Trouvé,,,,CID_74861,Toluene-d8,"1,2,3,4,5-pentadeuterio-6-(trideuteriomethyl)benzene",[2H]C1=C(C(=C(C(=C1[2H])[2H])C([2H])([2H])[2H])[2H])[2H],"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3/i1D3,2D,3D,4D,5D,6D",YXFVVABEGXRONW-JGUCLWPXSA-N
Benzenebutanenitrile,Industrial,74897,C10H11N,145.2,2.2,0,1,23.8,C1=CC=C(C=C1)CCCC#N,PubChem,,,,Structure_PubChem,145.205,2.5329,0,1,23.79,11,1,3,,,,,145.205,,C10H11N,,,,,,,,,,,Trouvé,,,,CID_74897,Benzenebutanenitrile,4-phenylbutanenitrile,C1=CC=C(C=C1)CCCC#N,"InChI=1S/C10H11N/c11-9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8H2",ICMVGKQFVMTRLB-UHFFFAOYSA-N
"1,1'-Biphenyl, 2-iodo-",Industrial,75025,C12H9I,280.1,4.2,0,0,0.0,C1=CC=C(C=C1)C2=CC=CC=C2I,PubChem,,,,Structure_PubChem,280.108,3.9582,0,0,0.0,13,2,1,,,,,280.108,,C12H9I,,,,,,,,,,,Trouvé,,,,CID_75025,"1,1'-Biphenyl, 2-iodo-",1-iodo-2-phenylbenzene,C1=CC=C(C=C1)C2=CC=CC=C2I,InChI=1S/C12H9I/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,QFUYDAGNUJWBSM-UHFFFAOYSA-N
Diphenyllead dichloride,Industrial,75032,C12H10Cl2Pb,432.0,,0,0,0.0,C1=CC=C(C=C1)[Pb](C2=CC=CC=C2)(Cl)Cl,PubChem,,,,Structure_PubChem,432.318,2.7206,0,0,0.0,15,2,2,,,,,432.318,,C12H10Cl2Pb,,,,,,,,,,,Trouvé,,,,CID_75032,Diphenyllead dichloride,dichloro(diphenyl)plumbane,C1=CC=C(C=C1)[Pb](C2=CC=CC=C2)(Cl)Cl,InChI=1S/2C6H5.2ClH.Pb/c2*1-2-4-6-5-3-1;;;/h2*1-5H;2*1H;/q;;;;+2/p-2,VCYWRKSVJFJVTB-UHFFFAOYSA-L
Methyl Gentisate,Industrial,75077,C8H8O4,168.15,2.6,2,4,66.8,COC(=O)C1=C(C=CC(=C1)O)O,PubChem,,,,Structure_PubChem,168.148,0.8844,2,4,66.76,12,1,1,,,,,168.148,,C8H8O4,,,,,,,,,,,Trouvé,,,,CID_75077,Methyl Gentisate,"methyl 2,5-dihydroxybenzoate",COC(=O)C1=C(C=CC(=C1)O)O,"InChI=1S/C8H8O4/c1-12-8(11)6-4-5(9)2-3-7(6)10/h2-4,9-10H,1H3",XGDPKUKRQHHZTH-UHFFFAOYSA-N
Diphenylvinylphosphine,Industrial,75083,C14H13P,212.23,3.5,0,0,0.0,C=CP(C1=CC=CC=C1)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,212.232,3.2628,0,0,0.0,15,2,3,,,,,212.232,,C14H13P,,,,,,,,,,,Trouvé,,,,CID_75083,Diphenylvinylphosphine,ethenyl(diphenyl)phosphane,C=CP(C1=CC=CC=C1)C2=CC=CC=C2,"InChI=1S/C14H13P/c1-2-15(13-9-5-3-6-10-13)14-11-7-4-8-12-14/h2-12H,1H2",AJVBXLXLODZUME-UHFFFAOYSA-N
